ticket_id,summary,description,priority,assigned_queue
INC13726,Jenkins build server out of memory - please help,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Medium,Infrastructure Team
INC11261,Help needed - Need new database schema for project X,Replication lag between primary and secondary MySQL instances has grown to 4 hours. Binary log position shows significant gap.,Low,Database Team
INC11559,Help needed - Oracle tablespace running out of space - high priority,USERS tablespace is at 97 percent capacity. Auto-extend is disabled per policy. Need DBA to add additional datafile.,Critical,Database Team
INC13270,Linux server kernel panic after update - please help,Linux server crashed with kernel panic after applying the latest kernel update. Need to boot from previous kernel version.,High,Infrastructure Team
INC14047,Request: Need access to production database,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Medium,Security Team
INC10757,Firewall blocking application access - affecting multiple users,High latency observed when connecting to AWS us-east-1 region. Traceroute shows packet loss at the ISP hop.,Medium,Network Team
INC11011,Request: Need database user created for new application - high priority,Data migration from Oracle to PostgreSQL failing at row 2.3 million due to character encoding mismatch in customer_notes column.,Medium,Database Team
INC12795,Issue: Application logs filling up disk space - high priority,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Medium,Application Team
INC12906,Issue: Mobile app showing blank screen on launch - affecting multiple users,Mobile app on iOS 17 shows white screen after splash screen. Android version works fine. Crash report shows WebView initialization error.,Critical,Application Team
INC11871,Issue: Database connection timeout on production - affecting multiple users,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,High,Database Team
INC12230,URGENT: API response time degraded after release,Average API response time increased from 200ms to 2.5 seconds after the Friday release. Rollback is being considered.,High,Application Team
INC11174,Issue: Cannot connect to PostgreSQL instance,MongoDB aggregate queries on the events collection are timing out. Collection has 50 million documents without proper indexes.,Medium,Database Team
INC11833,Help needed - Stored procedure returning incorrect results - please help,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,Medium,Database Team
INC10377,Unable to connect to VPN - please help,Cannot establish VPN tunnel from home network. Getting error TLS handshake failure. Tried restarting the client multiple times.,Low,Network Team
INC13854,Monitoring alerts not being received,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,Medium,Infrastructure Team
INC13617,Server not responding to ping,Server DB-PROD-02 is not responding to ICMP or SSH. Console access shows kernel panic. Last known change was a kernel security patch.,Low,Infrastructure Team
INC10799,Help needed - Slow internet speed on floor 3,Wifi SSID CorpNet is not visible in building B conference rooms. Other SSIDs are available.,Low,Network Team
INC10379,URGENT: Slow internet speed on floor 3,Wifi SSID CorpNet is not visible in building B conference rooms. Other SSIDs are available.,High,Network Team
INC11159,Request: Cannot connect to PostgreSQL instance - high priority,MongoDB aggregate queries on the events collection are timing out. Collection has 50 million documents without proper indexes.,High,Database Team
INC13820,Request: Auto-scaling not triggering during peak load,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,Low,Infrastructure Team
INC12793,Help needed - UI broken after latest CSS update,Several pages have broken layouts after the Bootstrap 5 migration. Navigation bar overlaps content on tablet viewport.,High,Application Team
INC12241,URGENT: Application crashing on login page,Users getting NullPointerException on the login page after clicking submit. Stack trace points to AuthenticationService.validateUser method.,Low,Application Team
INC14036,Issue: Two factor authentication not working,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,High,Security Team
INC12663,Issue: New feature deployment failed in staging - high priority,Jenkins pipeline for staging deployment failing at the integration test stage. Tests are timing out connecting to mock services.,Medium,Application Team
INC14013,Need VPN access for contractor - affecting multiple users,Need VPN client access provisioned for 5 contractors starting next Monday. Duration 6 months. Security clearance verification completed.,Medium,Security Team
INC12958,Issue: UI broken after latest CSS update,Several pages have broken layouts after the Bootstrap 5 migration. Navigation bar overlaps content on tablet viewport.,High,Application Team
INC13928,Issue: Need to increase CPU on app server,Application server needs CPU upgrade from 4 to 8 cores. Performance tests show CPU bottleneck during batch processing.,Medium,Infrastructure Team
INC11039,URGENT: Cannot connect to PostgreSQL instance,MongoDB aggregate queries on the events collection are timing out. Collection has 50 million documents without proper indexes.,High,Database Team
INC13260,Issue: Kubernetes pod in CrashLoopBackOff - please help,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Critical,Infrastructure Team
INC11345,Issue: Audit log table growing too large,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,Critical,Database Team
INC12506,Help needed - PDF report generation throwing exception,PDF report generation throwing OutOfMemoryError for reports with more than 1000 rows. Need to implement streaming PDF generation.,High,Application Team
INC11722,Request: Slow SQL query on reports module - affecting multiple users,The monthly sales report query is taking over 45 minutes to complete. It was running in 2 minutes last month. No schema changes were made.,Medium,Database Team
INC14664,Issue: Service account locked out repeatedly,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Low,Security Team
INC10176,URGENT: Intermittent network drops on LAN,Proxy authentication popup keeps appearing when accessing external websites. Credentials are correct.,High,Network Team
INC14894,Help needed - Access revocation for terminated employee - high priority,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",High,Security Team
INC11910,MongoDB collection queries extremely slow,Need a read-only database user created for the new reporting dashboard. Should have SELECT access to sales and inventory schemas.,Medium,Database Team
INC10046,URGENT: VPN connection dropping frequently,Getting disconnected from VPN every 10 minutes. Using Cisco AnyConnect client version 4.9. Error message: connection attempt has failed.,Low,Network Team
INC13410,Issue: Kubernetes pod in CrashLoopBackOff,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Critical,Infrastructure Team
INC14675,Malware detected on workstation,Antivirus detected trojan on workstation WS-FIN-042. Machine has been isolated from network. Need forensic analysis and remediation.,Critical,Security Team
INC11076,Request: Database connection timeout on production,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,High,Database Team
INC12830,API response time degraded after release - please help,Average API response time increased from 200ms to 2.5 seconds after the Friday release. Rollback is being considered.,High,Application Team
INC11505,Help needed - MongoDB collection queries extremely slow - high priority,Need a read-only database user created for the new reporting dashboard. Should have SELECT access to sales and inventory schemas.,Low,Database Team
INC12310,Help needed - Application not sending email notifications,Email notifications for order confirmations stopped going out since Monday. SMTP connection logs show authentication failure.,High,Application Team
INC11437,Slow SQL query on reports module,The monthly sales report query is taking over 45 minutes to complete. It was running in 2 minutes last month. No schema changes were made.,Critical,Database Team
INC12419,Help needed - REST API returning 403 for valid tokens,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,High,Application Team
INC13987,Request: Backup storage SAN showing disk errors - please help,SAN storage array showing predictive disk failure alerts on 3 drives in RAID group for backup volume.,Medium,Infrastructure Team
INC13099,Cloud storage bucket access denied - affecting multiple users,S3 bucket access denied when application tries to upload reports. IAM role policy looks correct. Suspect bucket policy override.,Critical,Infrastructure Team
INC14589,URGENT: Service account locked out repeatedly - high priority,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,High,Security Team
INC10284,Help needed - Load balancer not distributing traffic,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,High,Network Team
INC14919,Service account locked out repeatedly,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Low,Security Team
INC10843,Request: Network connectivity issue in office - high priority,Multiple users on floor 3 reporting slow speeds and intermittent drops. Started after the switch upgrade last weekend.,Low,Network Team
INC11514,Help needed - Oracle tablespace running out of space,USERS tablespace is at 97 percent capacity. Auto-extend is disabled per policy. Need DBA to add additional datafile.,High,Database Team
INC11169,Oracle tablespace running out of space,USERS tablespace is at 97 percent capacity. Auto-extend is disabled per policy. Need DBA to add additional datafile.,Medium,Database Team
INC11593,Stored procedure returning incorrect results - affecting multiple users,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,Low,Database Team
INC13461,Server clock drift causing auth failures,NTP synchronization failing on 5 servers. Clock drift of 30 seconds causing Kerberos authentication failures.,Critical,Infrastructure Team
INC13166,URGENT: Production server disk space critical - affecting multiple users,Production web server APP-WEB-01 has only 2 GB free on root partition. Application logs and temp files consuming most space.,Low,Infrastructure Team
INC12285,URGENT: Application logs filling up disk space,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Critical,Application Team
INC13576,Help needed - Jenkins build server out of memory,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Critical,Infrastructure Team
INC14871,Issue: Suspicious login attempts detected,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Critical,Security Team
INC12306,Request: Mobile app showing blank screen on launch,Mobile app on iOS 17 shows white screen after splash screen. Android version works fine. Crash report shows WebView initialization error.,High,Application Team
INC10953,Help needed - DNS resolution failure,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Medium,Network Team
INC14943,Help needed - Need VPN access for contractor,Need VPN client access provisioned for 5 contractors starting next Monday. Duration 6 months. Security clearance verification completed.,Medium,Security Team
INC13054,Help needed - Cloud storage bucket access denied - high priority,S3 bucket access denied when application tries to upload reports. IAM role policy looks correct. Suspect bucket policy override.,High,Infrastructure Team
INC14560,Vulnerability scan report needs review,Quarterly Qualys vulnerability scan completed. 23 critical and 89 high findings need to be reviewed and assigned to respective teams.,Medium,Security Team
INC12686,URGENT: PDF report generation throwing exception - affecting multiple users,PDF report generation throwing OutOfMemoryError for reports with more than 1000 rows. Need to implement streaming PDF generation.,Medium,Application Team
INC11490,MongoDB collection queries extremely slow,Need a read-only database user created for the new reporting dashboard. Should have SELECT access to sales and inventory schemas.,Low,Database Team
INC10928,Port blocked for new application deployment - high priority,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,Medium,Network Team
INC11210,URGENT: Audit log table growing too large,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,Medium,Database Team
INC13974,Issue: Monitoring alerts not being received - affecting multiple users,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,Medium,Infrastructure Team
INC13546,Request: Jenkins build server out of memory - high priority,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Medium,Infrastructure Team
INC14362,Help needed - Need access to production database - please help,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Medium,Security Team
INC11922,Help needed - Database replication lag is increasing,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,Medium,Database Team
INC10352,Request: Firewall blocking application access - high priority,High latency observed when connecting to AWS us-east-1 region. Traceroute shows packet loss at the ISP hop.,Low,Network Team
INC14899,Compliance audit finding needs remediation - affecting multiple users,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,Medium,Security Team
INC13394,Help needed - SSL certificate expiring in 3 days,Wildcard SSL certificate for *.company.com expires on Friday. Need to renew and deploy to all 12 web servers and load balancers.,High,Infrastructure Team
INC12722,Error 500 on checkout page,Checkout page returning HTTP 500 when users apply discount codes. Started after the v2.3.1 hotfix deployment yesterday.,High,Application Team
INC14982,Help needed - Need firewall rule for new vendor access - please help,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,Low,Security Team
INC10719,Help needed - Load balancer not distributing traffic - affecting multiple users,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,Critical,Network Team
INC12703,UI broken after latest CSS update,Several pages have broken layouts after the Bootstrap 5 migration. Navigation bar overlaps content on tablet viewport.,Medium,Application Team
INC12723,New feature deployment failed in staging,Jenkins pipeline for staging deployment failing at the integration test stage. Tests are timing out connecting to mock services.,Low,Application Team
INC14562,Help needed - Need firewall rule for new vendor access,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,Medium,Security Team
INC10309,URGENT: Network latency to cloud services,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,Medium,Network Team
INC11676,Issue: Database connection timeout on production - please help,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,High,Database Team
INC10834,Network latency to cloud services - please help,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,Critical,Network Team
INC10367,Help needed - Firewall blocking application access - high priority,High latency observed when connecting to AWS us-east-1 region. Traceroute shows packet loss at the ISP hop.,Medium,Network Team
INC14507,Issue: Unauthorized access attempt on admin portal - affecting multiple users,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,Medium,Security Team
INC12079,Help needed - Memory leak in payment microservice,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,High,Application Team
INC14039,URGENT: Access revocation for terminated employee - please help,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",Low,Security Team
INC14847,Help needed - Need firewall rule for new vendor access,New vendor TechPartner Inc needs site-to-site VPN access to our staging environment. Access request form and security review completed.,Medium,Security Team
INC14480,Help needed - Malware detected on workstation - affecting multiple users,Antivirus detected trojan on workstation WS-FIN-042. Machine has been isolated from network. Need forensic analysis and remediation.,Medium,Security Team
INC11747,URGENT: Data migration script failing midway,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,High,Database Team
INC10020,Help needed - WiFi not working in conference room - high priority,Firewall rule is blocking outbound traffic on port 8443 which is needed for the new monitoring tool deployment.,Medium,Network Team
INC11323,Issue: Stored procedure returning incorrect results,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,Medium,Database Team
INC13568,Need to increase CPU on app server - high priority,Application server needs CPU upgrade from 4 to 8 cores. Performance tests show CPU bottleneck during batch processing.,Medium,Infrastructure Team
INC12522,Search functionality returning wrong results,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,High,Application Team
INC10219,Network latency to cloud services - please help,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,High,Network Team
INC11488,Request: Stored procedure returning incorrect results,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,High,Database Team
INC10439,Slow internet speed on floor 3 - please help,Wifi SSID CorpNet is not visible in building B conference rooms. Other SSIDs are available.,High,Network Team
INC14175,URGENT: Data encryption requirement for new project,New healthcare project requires AES-256 encryption for data at rest and TLS 1.3 for data in transit. Need security architecture review.,Medium,Security Team
INC12751,Application crashing on login page,Users getting NullPointerException on the login page after clicking submit. Stack trace points to AuthenticationService.validateUser method.,Critical,Application Team
INC13289,URGENT: SSL certificate expiring in 3 days,Wildcard SSL certificate for *.company.com expires on Friday. Need to renew and deploy to all 12 web servers and load balancers.,Critical,Infrastructure Team
INC13434,Monitoring alerts not being received - please help,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,Medium,Infrastructure Team
INC12526,Request: Application crashing on login page - please help,Users getting NullPointerException on the login page after clicking submit. Stack trace points to AuthenticationService.validateUser method.,Medium,Application Team
INC14651,Two factor authentication not working - please help,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,Medium,Security Team
INC13689,Monitoring alerts not being received,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,Medium,Infrastructure Team
INC12764,REST API returning 403 for valid tokens - affecting multiple users,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,Medium,Application Team
INC10803,Help needed - DNS resolution failure - high priority,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Medium,Network Team
INC12998,Session timeout too short for users,Users are being logged out after 5 minutes of inactivity. Business requirement is 30 minutes. Session configuration needs update.,Medium,Application Team
INC12229,Memory leak in payment microservice - high priority,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Medium,Application Team
INC14786,Issue: Two factor authentication not working - please help,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,High,Security Team
INC12078,URGENT: New feature deployment failed in staging - high priority,Jenkins pipeline for staging deployment failing at the integration test stage. Tests are timing out connecting to mock services.,Medium,Application Team
INC10583,Request: Port blocked for new application deployment,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,Medium,Network Team
INC10204,Request: Network latency to cloud services - please help,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,High,Network Team
INC14347,Request: Need access to production database - please help,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Medium,Security Team
INC13479,Help needed - Monitoring alerts not being received,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,High,Infrastructure Team
INC12930,Application logs filling up disk space,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,High,Application Team
INC13086,Server clock drift causing auth failures,NTP synchronization failing on 5 servers. Clock drift of 30 seconds causing Kerberos authentication failures.,Medium,Infrastructure Team
INC11019,Help needed - Oracle tablespace running out of space,USERS tablespace is at 97 percent capacity. Auto-extend is disabled per policy. Need DBA to add additional datafile.,Medium,Database Team
INC11584,Help needed - Database CPU usage at 98 percent - high priority,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,Critical,Database Team
INC11033,Request: Database backup job failed last night - affecting multiple users,Nightly full backup of PROD_DB01 failed with error ORA-19502 write error on backup piece. Disk space on backup mount is sufficient.,Critical,Database Team
INC11719,Database CPU usage at 98 percent - high priority,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,High,Database Team
INC11282,Request: Data migration script failing midway,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,Medium,Database Team
INC12499,URGENT: Memory leak in payment microservice,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Low,Application Team
INC13351,Issue: Jenkins build server out of memory - please help,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",Low,Infrastructure Team
INC10518,Help needed - DNS resolution failure - please help,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Low,Network Team
INC11748,Issue: Index rebuild needed on customer table - high priority,Database server CPU is pegged at 98 percent. Top query analysis shows a full table scan on the transactions table running every 5 seconds.,High,Database Team
INC14653,URGENT: Phishing email reported by employee - high priority,Employee forwarded a suspicious email with a link to fake Office 365 login page. Need to check if any credentials were compromised.,High,Security Team
INC13733,Help needed - Need to increase CPU on app server,Application server needs CPU upgrade from 4 to 8 cores. Performance tests show CPU bottleneck during batch processing.,Medium,Infrastructure Team
INC10669,URGENT: Network latency to cloud services - affecting multiple users,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,Medium,Network Team
INC14060,Request: Malware detected on workstation - high priority,Antivirus detected trojan on workstation WS-FIN-042. Machine has been isolated from network. Need forensic analysis and remediation.,Medium,Security Team
INC13027,Request: Backup storage SAN showing disk errors,SAN storage array showing predictive disk failure alerts on 3 drives in RAID group for backup volume.,Critical,Infrastructure Team
INC14933,Request: Password reset not working for AD account,User unable to reset AD password through self-service portal. Getting error account is locked. Manual unlock by admin also not persisting.,Medium,Security Team
INC13287,Issue: Server not responding to ping,Server DB-PROD-02 is not responding to ICMP or SSH. Console access shows kernel panic. Last known change was a kernel security patch.,Medium,Infrastructure Team
INC12651,Request: Mobile app showing blank screen on launch,Mobile app on iOS 17 shows white screen after splash screen. Android version works fine. Crash report shows WebView initialization error.,High,Application Team
INC14454,Service account locked out repeatedly,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,High,Security Team
INC13193,Issue: Need to increase CPU on app server,Application server needs CPU upgrade from 4 to 8 cores. Performance tests show CPU bottleneck during batch processing.,Medium,Infrastructure Team
INC12125,API response time degraded after release - high priority,Average API response time increased from 200ms to 2.5 seconds after the Friday release. Rollback is being considered.,Low,Application Team
INC13376,Issue: Production server disk space critical - high priority,Production web server APP-WEB-01 has only 2 GB free on root partition. Application logs and temp files consuming most space.,High,Infrastructure Team
INC13393,Request: Need new VM provisioned for QA environment - high priority,"Need 3 new VMs provisioned for the QA environment. Specs: 8 vCPU, 32 GB RAM, 500 GB SSD each. CentOS 8 with standard hardening.",Medium,Infrastructure Team
INC13486,Help needed - Jenkins build server out of memory - please help,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",High,Infrastructure Team
INC10760,URGENT: VPN timeout during file transfer,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,High,Network Team
INC13380,URGENT: Kubernetes pod in CrashLoopBackOff,Kubernetes pod for the inventory-service is in CrashLoopBackOff. Container logs show missing config map reference.,Medium,Infrastructure Team
INC14441,URGENT: Two factor authentication not working,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,Low,Security Team
INC12527,Help needed - Error 500 on checkout page,Checkout page returning HTTP 500 when users apply discount codes. Started after the v2.3.1 hotfix deployment yesterday.,High,Application Team
INC14859,Service account locked out repeatedly,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,Medium,Security Team
INC10908,Issue: DNS resolution failure - affecting multiple users,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Medium,Network Team
INC12684,Batch job stuck in running state,Nightly batch job for invoice generation has been in running state for 12 hours. Normally completes in 2 hours. No errors in logs.,High,Application Team
INC10215,Issue: WiFi not working in conference room,Firewall rule is blocking outbound traffic on port 8443 which is needed for the new monitoring tool deployment.,Low,Network Team
INC13332,Server not responding to ping,Server DB-PROD-02 is not responding to ICMP or SSH. Console access shows kernel panic. Last known change was a kernel security patch.,Medium,Infrastructure Team
INC14459,Issue: Access revocation for terminated employee,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",Low,Security Team
INC10694,Slow internet speed on floor 3 - please help,Wifi SSID CorpNet is not visible in building B conference rooms. Other SSIDs are available.,Medium,Network Team
INC11504,Cannot connect to PostgreSQL instance,MongoDB aggregate queries on the events collection are timing out. Collection has 50 million documents without proper indexes.,Medium,Database Team
INC12415,Request: Application not sending email notifications,Email notifications for order confirmations stopped going out since Monday. SMTP connection logs show authentication failure.,Low,Application Team
INC12119,Request: REST API returning 403 for valid tokens - high priority,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,Critical,Application Team
INC13859,SSL certificate expiring in 3 days - please help,Wildcard SSL certificate for *.company.com expires on Friday. Need to renew and deploy to all 12 web servers and load balancers.,Critical,Infrastructure Team
INC12463,Help needed - UI broken after latest CSS update - high priority,Several pages have broken layouts after the Bootstrap 5 migration. Navigation bar overlaps content on tablet viewport.,High,Application Team
INC13636,Issue: Jenkins build server out of memory,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",High,Infrastructure Team
INC14106,URGENT: Suspicious login attempts detected,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Critical,Security Team
INC14479,Request: Compliance audit finding needs remediation,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,Medium,Security Team
INC10197,Unable to connect to VPN,Cannot establish VPN tunnel from home network. Getting error TLS handshake failure. Tried restarting the client multiple times.,Medium,Network Team
INC14668,Phishing email reported by employee,Employee forwarded a suspicious email with a link to fake Office 365 login page. Need to check if any credentials were compromised.,High,Security Team
INC11544,Help needed - Oracle tablespace running out of space,USERS tablespace is at 97 percent capacity. Auto-extend is disabled per policy. Need DBA to add additional datafile.,Low,Database Team
INC11331,URGENT: Database connection timeout on production - affecting multiple users,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,High,Database Team
INC10880,Request: VPN timeout during file transfer,Load balancer health checks are passing but traffic is only going to one backend server instead of round-robin.,Low,Network Team
INC14503,Request: Phishing email reported by employee,Employee forwarded a suspicious email with a link to fake Office 365 login page. Need to check if any credentials were compromised.,Low,Security Team
INC13502,Scheduled server patching this weekend - affecting multiple users,"Monthly security patching scheduled for Saturday 2 AM. Total 45 servers across dev, staging, and production environments.",Medium,Infrastructure Team
INC13895,URGENT: Auto-scaling not triggering during peak load - affecting multiple users,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,Critical,Infrastructure Team
INC14991,URGENT: Suspicious login attempts detected - please help,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Critical,Security Team
INC10888,Help needed - Network connectivity issue in office - affecting multiple users,Multiple users on floor 3 reporting slow speeds and intermittent drops. Started after the switch upgrade last weekend.,High,Network Team
INC11346,Database connection timeout on production,Production application getting JDBC connection timeout after 30 seconds. Connection pool exhausted. Database server shows high number of active sessions.,High,Database Team
INC10069,URGENT: Network latency to cloud services,Need port 5672 opened on firewall for RabbitMQ communication between app server and message broker.,High,Network Team
INC14211,Suspicious login attempts detected - high priority,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Medium,Security Team
INC11816,Request: Need new database schema for project X - affecting multiple users,Replication lag between primary and secondary MySQL instances has grown to 4 hours. Binary log position shows significant gap.,Low,Database Team
INC10569,Load balancer not distributing traffic,Cannot access partner VPN site-to-site tunnel. Was working until the firewall firmware update yesterday.,Critical,Network Team
INC12168,New feature deployment failed in staging - affecting multiple users,Jenkins pipeline for staging deployment failing at the integration test stage. Tests are timing out connecting to mock services.,Medium,Application Team
INC10097,Firewall blocking application access,High latency observed when connecting to AWS us-east-1 region. Traceroute shows packet loss at the ISP hop.,High,Network Team
INC14182,URGENT: Need access to production database - high priority,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,Low,Security Team
INC13354,Issue: Cloud storage bucket access denied - please help,S3 bucket access denied when application tries to upload reports. IAM role policy looks correct. Suspect bucket policy override.,Critical,Infrastructure Team
INC10140,WiFi not working in conference room - affecting multiple users,Firewall rule is blocking outbound traffic on port 8443 which is needed for the new monitoring tool deployment.,High,Network Team
INC14955,Issue: Data encryption requirement for new project - please help,New healthcare project requires AES-256 encryption for data at rest and TLS 1.3 for data in transit. Need security architecture review.,Medium,Security Team
INC12603,New feature deployment failed in staging - affecting multiple users,Jenkins pipeline for staging deployment failing at the integration test stage. Tests are timing out connecting to mock services.,High,Application Team
INC14024,Issue: Access revocation for terminated employee,"Employee John Smith in Finance department terminated today. Need immediate revocation of all system access including VPN, email, AD, and application accounts.",Medium,Security Team
INC14773,Help needed - Phishing email reported by employee - affecting multiple users,Employee forwarded a suspicious email with a link to fake Office 365 login page. Need to check if any credentials were compromised.,High,Security Team
INC11607,Issue: Database replication lag is increasing - please help,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,High,Database Team
INC11630,Issue: Audit log table growing too large - affecting multiple users,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,High,Database Team
INC11540,Issue: Audit log table growing too large - high priority,Need to create new schema with 15 tables for project Phoenix. ER diagram and DDL scripts are ready for review.,High,Database Team
INC11695,Deadlock occurring in order processing table,Order processing module hitting deadlocks during peak hours. Transactions are rolling back and users are getting errors.,High,Database Team
INC12060,Help needed - Application logs filling up disk space,Application logs are not being rotated. Log directory has grown to 200 GB. Need to configure logback rolling policy.,Medium,Application Team
